Name,URL,Industry,Description
Bignami D. srl,http://www.bignamisub.com/,Sporting Goods,"Established in 1950, Bignami started working as a manufacturer of marine ropes.
Since 1988, the company develops its business through retail and wholesale trade of premium scuba diving equipment.
Nowadays Bignami is located in Trieste and deals with more than 33 suppliers within the diving industry: over 1000 products are offered to follow the needs of dealers abroad and of customers in Italy."
US Night Vision Corporation,http://www.usnightvision.com/,Defense & Space,"US Night Vision Corporation is a leader in the design, manufacture and distribution of Night Vision, Thermal Imaging & Laser System products. Our products have been deployed for over 14 years and continue to provide the warfighter with solutions for low light scenarios."
CARACAL International,N/A,Defense & Space,"Founded in Abu Dhabi, United Arab Emirates (UAE) in 2007, under the Tawazun Holding group, Caracal International is the region's leading manufacturer of firearms, sniper rifles and other light weapons, which caters to international civilian, military, law enforcement and sporting markets.

In addition to producing a full range of pistols, tactical sniper rifles, hunting rifles, and assault rifles, we also offer a variety of arms accessories, full weapon repair, as well as maintenance & servicing work packages.

All of Caracal's products are designed, developed and manufactured in Abu Dhabi – a city which is steadily making a name for itself as the Middle Eastern expert hub for strategic manufacturing. As the market continues to evolve, so do the demands and needs of its customers. As part of our commitment to providing innovative weapons solutions, we conduct regular research studies to identify changing customer needs, allowing us to stay up to date with emerging market trends.

Caracal has united experts from all corners of the globe to ensure international best practice in light weapons manufacture. We apply a stringent quality management system throughout the manufacturing process and are committed to incorporating ergonomic design with innovative and safe shooting solutions. All our products are under internationally-registered patents and have been verified through independent tests."
Space and Missile Defense Symposium,https://smdsymposium.org/,Defense & Space,"The SMD Symposium is the leading educational, professional development and networking event in the space and missile defense community. The symposium is widely attended by leaders and professionals from the United States and our allies around the world."
Maxim Defense Industries,http://www.maximdefense.com/,Defense & Space,"Maxim Defense Industries is a defense development company striving to give our military and first responders the next generation of tools and equipment. We are a new start-up company primarily engaged in small arms manufacturing with R & D and design enhancements for producing better, lighter, more reliable weapons and accessories. We are an industrial design centered organization looking to improve existing weapons platforms and develop new ones for the future. We are also looking for commercially available technologies and applying them to Defense and Law Enforcement."
Royal Navy,http://www.royalnavy.mod.uk/,Military,"At sea, on land and in the air.

The Royal Navy is made up of five arms. The might of ships in the Surface Fleet, the aerial strength that is the Fleet Air Arm, the covert Submarine Service, the elite and amphibious Royal Marines, and the civilian fleet central to our effectiveness, the Royal Fleet Auxiliary."
Northwoods Collective,http://northwoodscollective.com/,Media Production,"Northwoods Collective is an outdoor creative agency dedicated to rebranding and rediscovering of the outdoors. From our award-winning digital film series, Project Upland, to network television productions, we develop visually-stunning content for outdoor industry brands. We also help deliver significant metrics through a wide range of services, such as SEO management, website design, data-mining, and social media campaigns. We are a true outdoor multi-media house.

Publishers: 

Explore New England
Urban Deer Complex
New England Fishing
Endless Migration 
Morning Thunder
Project Upland
BeAlive

Enterprise:

The Muck Boot Company
Gordy & Sons Outfitters
Pineridge Grouse Camp
HEVI-Shot Ammunition
Q5 Outdoor Products
Dakota 283 Kennels
Federal Ammunition
Flambeau Outdoors
Xpedition Archery
Gunner Kennels
Trinity Kennels
Sage & Braker
AyA Fineguns
onX Maps
Eukanuba
CZ-USA
Beretta
Garmin
Primos
Dogtra
VSSL
Orvis

NGO/Government:

Council to Advance Hunting and the Shooting Sports
Massachusetts Division of Fisheries and Wildlife
Theodore Roosevelt Conservation Partnership
North American Versatile Hunting Dog Assoc.
Minnesota Sharp-Tailed Grouse Society
United States Fish and Wildlife Service
Quality Deer Management Association
National Shooting Sports Foundation
Pennsylvania Game Commission
National Wild Turkey Federation
Wildlife Management Institute
Ruffed Grouse Society"
Transparency International Defence & Security,http://www.ti-defence.org/,Civic & Social Organization,"OUR VISION: A world where governments, the armed forces, and arms transfers are transparent, accountable, and free from corruption.

We strive for a world with open governments served by transparent defence institutions that are accountable to ordinary people and whose primary purpose is the protection of all citizens.

The defence industry supporting these institutions should provide capability based on clear national defence strategies in a fair and open market, and be held to account through effective and independent oversight mechanisms rooted in functioning civil societies and efficient government procurement.

Our principal purpose in pursuit of this vision is to improve transparency and reduce the levels of corruption in defence and security ministries, in armed forces, and in defence companies."
Hellenic Army ,http://www.army.gr/,Military,"The Hellenic Army (Greek: Ελληνικός Στρατός, Ellinikós Stratós, sometimes abbreviated as ΕΣ), formed in 1828, is the land force of Greece (with Hellenic being a synonym for Greek). Along with the Hellenic Air Force (HAF) and the Hellenic Navy (HN), it makes up the Hellenic Armed Forces. It is currently the largest branch of the three. The army is headed by the chief of the Hellenic Army General Staff (HAGS), which in turn is under the command of Hellenic National Defence General Staff (HNDGS).

The motto of the Hellenic Army is Ἐλεύθερον τὸ Εὔψυχον (Eleútheron tò Eúpsychon), ""Freedom Stems from Valour"", from Thucydides's History of the Peloponnesian War (2.43.4). The Hellenic Army Emblem is the two-headed eagle with a Greek Cross escutcheon in the centre, representing the links between modern Greece, the Greek Orthodox Church, and the Byzantine Empire.

The Hellenic Army is also the main contributor to, and ""lead nation"" of, the Balkan Battle Group, a combined-arms rapid-response force under the EU Battlegroup structure.

The main missions of the Hellenic Army are the defence of the state’s independence and integrity, the safeguarding of national territory, and the decisive contribution to the achievement of the country’s policy objectives.[4]

During peacetime, the Army has the following main objectives:

    -The maintenance of high operational readiness for the prevention and effective confrontation of dangers and threats, as well as the ensuring of rapid response capability.
    -The contribution to international security and peace.
    -The contribution to activities of social aid and the support of state services for the confrontation of emergency situations."
Global Trading Community,http://www.globaltradingcommunity.org/gtc-home,Capital Markets,"GTC have trained and financially backed individuals for over a decade trading fixed income, equity index, commodity and energy futures remotely or on trading floors in London, Paris, Chicago, Montreal, Shanghai and Dubai.

GTC's behavioural approach to trading places a premium on acquiring observational and trading skills through community participation. The GTC platform allows the trades and activities of any participant to be viewed and commented upon by any other participant. 

The presence of a community active on the virtual floor and consisting of traders, observers, risk managers and trainers encourages trainees to develop skills and improve habits and behaviour. Accountability and information flow allow individuals to operate as part of a functional and supportive collective.

Points are accumulated for various development based activities and are the currency to unlock advanced stages which yield more education, tools, credibility and ultimately complete funding for each trader.

Every funded or individual trader benefits from costs savings and the support of a community of traders active 24 hours a day across all global markets."
Jane's by IHS Markit,http://www.janes.com/,Information Services,"Jane’s is the renowned global open-source intelligence provider to militaries, governments, intelligence agencies and industry. With more than 100 years of experience, Jane’s delivers critical knowledge and independent analysis in the specialist fields of defense, security, public safety, transport and law enforcement."
LMT Defense,http://www.lmtdefense.com/,Defense & Space,Premier designer and manufacturer of high quality military and government agency firearms and accessories.
Troy Industries,http://www.worldoftroy.com/,Sporting Goods,"Celebrating 15 years as a Veteran owned and operated company!  
Established in 2003 and based in West Springfield, MA, TROY® designs, manufactures and markets innovative, advanced small arms components, accessories and weapons for professional, duty and civilian use.  Our American made, technologically advanced, and professionally constructed products set the industry standard for absolute reliability and flawless performance under intense conditions.  We are honored to have the trust and support of discerning shooters, Special Ops, Law Enforcement, and military personnel worldwide. 

There is only one name to remember:  TROY.™

When you purchase a Troy product, you have my personal assurance of its integrity and that it exceeds the highest possible standards and levels of quality control. After all, my name is on everything we make.
                                                                                            --Steve Troy - Founder & CEO"
Defense Threat Reduction Agency,http://www.dtra.mil/,Defense & Space,"The Defense Threat Reduction Agency enables DoD, the U.S. Government and International Partners to counter and deter Weapons of Mass Destruction and Improvised Threat networks. For more information on our agency and mission."
U.S. Army Combined Arms Support Command,http://www.cascom.army.mil/index.htm,Military,"CASCOM trains, educates and grows adaptive sustainment professionals as well as develop and integrate innovative Army and Joint sustainment capabilities, concepts and doctrine to enable Unified Land Operations.

General Information
CASCOM is responsible for training more than 119,000 students annually through 420 courses taught by the Ordnance, Quartermaster and Transportation schools, Soldier Support Institute, Fort Jackson, S.C., and Army Logistics University. The command provides training and leader development and develops concepts, doctrine, lifelong learning and materiel solutions to provide sustainment in support of an Army with joint and expeditionary capabilities.
Founding date
The Combined Arms Support Command was established on 2 October 1990 when the U.S. Army Logistics Center at Fort Lee, Va., merged with the U.S. Army Soldier Support Center at Fort Benjamin Harrison, Ind.
Awards
The command is host to several Army-wide programs that recognize excellence. Those programs include; Army Award for
Maintenance Excellence; Deployment Excellence Award; Supply Excellence Award and the Philip A. Connelly Program.
Products
Traveller Newspaper, Fort Lee
http://www.ftleetraveller.com/

Army Sustainment Magazine
http://www.army.mil/ArmySustainment"
"Vision Wheel, Inc.",http://www.visionwheel.com/,Automotive,N/A
Singapore Armed Forces (SAF),https://www.mindef.gov.sg/,Military,"The Singapore Armed Forces (SAF) is the military arm of the Total Defence of the Republic of Singapore; as well as the military component of the Ministry of Defence.

The SAF has three services: the Singapore Army, the Republic of Singapore Air Force (RSAF) and the Republic of Singapore Navy (RSN). 

The SAF protects the interests, sovereignty and territorial integrity of Singapore from external threats.

The SAF is to deter aggression, and should deterrence fail, to secure a swift and decisive victory. In peacetime, the SAF is to be ready and capable of conducting a spectrum of operations to protect our national interests and the well-being of Singapore's citizens."
SWORD International Inc.,http://www.sword-int.com/,Defense & Space,"Specializing in unique purpose built small arms.

Our three main weapon systems consist of; 5.56 Assault carbine, 7.62 Battle carbine, and our patent-pending Semi Automatic .338 Lapua Magnum Extreme distance capable rifle which are specially built custom models which constitute a product portfolio that meets and exceeds any end-users requirements.   As former Special Operations soldiers, SWORD International makes it our responsibility to develop the finest combat weapon systems on the planet, and we take that responsibility very seriousl"
Defense Distributed,http://defensedistributed.com/,Research,"Defense Distributed is a nonprofit organization dedicated to defending civil liberties, specifically the United States Constitutional right to bear arms, by producing and publishing information related to the 3D printing of arms. Our goal is to design a fully functional, fully printable small arms system--the Wiki Weapon--and to freely publish this design in promotion of the public interest.. All designs published by Defense Distributed are open source and free to download.

Defense Distributed is a pending 501(c)(3) status nonprofit corporation in the state of Texas."
RSL DefenceCare,http://www.rsldefencecare.org.au/,Military,"RSL DefenceCare is charity and a not-for-profit organisation providing practical, compassionate and immediate support for current and ex-serving members of the Australian Defence Force and their families in times of injury, illness and crisis.

RSL DefenceCare is part of RSL Welfare and Benevolent Institution."
Hacker House,https://hacker.house/,Computer & Network Security,"Hacker House is the global portal for skills training, security services, cyber arms, and defense products.

We train individuals and organizations to be self-sufficient in all things cyber security.


Hacker House is a team of computer hackers seeking innovation within the information security industry. 

Hacker House provides offensive security solutions so you can understand the real-world risks that impact on your business. Hacker House teaches you what hackers can learn about your business and systems so that preventative solutions to protect your assets can be applied.

Hacker House's core mission is to change industry - not only in the types and ways security services are delivered, but also by championing cyber skills to promote ethics and integrity through hackathons and events.

Hacker House seek to protect consumers, businesses and corporations through innovative thinking, agile workforces and bleeding edge technology.

Hacker House's priority is to provide services and products that make businesses more secure. We champion cyber skills and training to encourage security as an every day utility to our digitally connected world.


For more information on Hacker House please visit: https://hacker.house



To purchase our Hacker Hoodies directly please visit us:

https://hacker.house/shop/"
Advanced Resource Managers,https://www.arm.co.uk/,Staffing & Recruiting,"Well, this is the part where we’re supposed to tell you why we’re different. At least, that’s what every other recruiter will do - and we know you’ve heard that a thousand times before.
 
Instead, we want to talk about how YOU are different. We know that every individual, every employer and every sector is different. As is every team, every project and every contract.

It’s this basic appreciation of difference and your specific needs that informs everything we do and every relationship we build - whether you’re a client, candidate or a new member of our team. We always begin by asking ourselves how we can help you achieve your goals before we get to work.

We're a specialist technology and engineering recruitment agency and we love what we do. We've helped thousands of people find new jobs and enabled countless organisations drive their business forward, both in the UK and internationally. 

Read our blog here: https://www.arm.co.uk/resources/blog/

If you'd like to discover how we can help you too, please get in touch.

ARM is part of the Serocor Group."
Colt Defense LLC,N/A,Defense & Space,"Colt Defense LLC is a defense & space company based out of P.O. BOX 1868, Hartford, Connecticut, United States."
UZKON ARMS DEFENCE,http://www.uzkon.com.tr/,Defense & Space,"We supply our guns with the perfect combination of artistry and craftmanship to around 65 countries accross the world. Some of the countries that we have been exporting are, European countries, USA, some countries in Africa and far east countries, Central and South American countries. Uzkon Arms has also been an exclusive exporter of some surrounding companies for 4-5 years. With these subsidiary companies, we have the capacity of producing and exporting 3500-5000 pcs per month. You can find Uzkon products in almost 65 countries or you can visit us at worldwide exhibitions that we attend every year like IWA, Shot Show and NASGW. Our distribution network continues to grow and grow, just like ourselves. With the pride of serving globally, we,now have the vision that, ""The world is big, but not unreachable! """
"Daniel Defense, Inc.",https://www.danieldefense.com/,Defense & Space,"Daniel Defense is a family-owned and privately held firearms manufacturer located in Black Creek, Georgia. Founded in 2001 by President/CEO Marty Daniel, the company started from Marty’s vision to create custom rifle accessories for his personal m16 rifle. An avid sportsman and supporter of the 2nd Amendment, Marty Daniel committed himself to producing a product that would be unmatched in quality and precision. Just 18 years later, Marty Daniel’s concept has evolved into one of the most recognizable brands in the firearms world, manufacturing the world’s finest AR-15 rifles, rail systems, and accessories for civilian, law enforcement, and military customers. Today with a combined 300,000 sq. feet of manufacturing space, Daniel Defense has maintained a commitment to quality and continuous improvement. "
"ARMS (Thailand) Co., Ltd.",http://arms-asia.com/,Information Technology & Services,"ARMS (Thailand) is a Japanese software house who provide software development and outsourcing services. We serve our beloved customers with high quality solutions like how the phrase ""Made in Japan"" make you feel.

We provide both contract-based outsourcing and permanent recruitment service with the help of our group company: DeeStaff. The things we think you will love about us are our programmers’ positive attitudes and how we are one-stop service for all your development needs. We take good care of our staff, so our staff will take good care of your work.


※Let’s tell the stories that matter
We are placed in Thailand where the development is skyrocketing.
We provide the best solution to customers as a professional developer.
We develop meaningful and useful application by taking advantage of this thriving environment.

And we are

· Web Professional
Cost-efficiency, techniques and experiences are all integral factors. we provide you the best solution with them!

· Business To Business
We are specialized for B2B, we provide the best support for you with our team!

· Laboratory-style Offshore
We hope there would be the offshore services what only we can provide! we call it ARMS-style offshore!"
"Shenzhen Western Electronic Co., Ltd",http://www.weaccessory.com/,Consumer Electronics,"Shenzhen Western Electronic Co.,Ltd, specialized in researching, developing, designing and manufacturing screen protector, also trading in cases, usb cable，charger and other cellphone accessories. 

As a leading manufacturer of screen protector in China, we pur many new material screen protector into the market, such as tempered glass screen protector, anti shock screen protector, etc, these are popular in the consumer electronic field now.

Providing high quality product is our core value. We have integral Quality Control System, each product passed at least 6 times strictly test from production to shipping.It make sure all of our customers satisfy the quality.

OEM/ODM is welcomed, we have strong design department,it can provide product design, package design. You just tell us your idea, we can help you to make what you want.

Excellent service guarantee our long-term business relationship with customer. After-sale service, 30days warranty, fast globe shipping, these help us win great reputation.

Welcome customers,friends from the world to contact us and seek chance to cooperation, we are your best choice!"
Lime Glassware,http://www.limeglassware.com/,Food & Beverages,"Lime Glassware is a specialist provider of unbreakable glassware. We offer an elegant collection that combines the look of glass with the strength of shatterproof materials.

Our unbreakable glass collection is available in up to four different materials. The designs range from tumblers to champagne glasses and are designed with quality, safety and longevity in mind.

The unbreakable nature of our collection means it is perfect for hotels, poolside areas, sports venues, outdoor events as well as pubs and bars where traditional glass is not safe to use.

The environmental damage caused by plastics to the world’s oceans and marine life is well documented. Many countries are taking steps to reduce plastic waste by discouraging or even banning single-use plastics. Our glasses have the safety credentials of a disposable plastic glass but can be reused many times over making them an environmentally viable choice.

We are a reliable and experienced U.K. company with over 25 years of business expertise. We operate with a fully SMETA audited and ISO 9001:2008 certified manufacturer, giving you the assurance of buying from an ethical source as well as ensuring the manufacture of high quality products.

If you are looking for safe and stylish glasses then our range will meet your requirements. Should you require designs that are not in our current collection then we are happy to discuss the manufacture of bespoke designs. Please ask us for further details.  To complete our barware collection we are also able to offer a range of unbreakable ice buckets."
Plastic Logic Germany,http://www.plasticlogic.com/,Electrical & Electronic Manufacturing,"Plastic Logic Germany is the leader in the development and manufacture of flexible, glass-free electrophoretic displays, for smart cards, mobile devices, signage, wearables and more.

We manufacture a full range of high-quality, flexible plastic displays in our Dresden factory and work with partners in Asia for high volume manufacturing. Our displays are shatterproof and daylight-readable. Furthermore, they are ultra-thin, lightweight and very low-power, offering huge advantages over conventional screens, being extremely robust with proven lifetimes. 

Plastic Logic Germany also runs an open pilot line for flexible electronics. Third party companies are invited to benefit from the company’s profound experience in the industrialization and manufacture of flexible electronics."
ZHUHAI SUNNY ELECTRONIC CO.LTD ,http://www.yfliving.com/,Consumer Goods,"Zhuhai Yinfeng Trade Company Limited was established in 2004. We are factory and trading combination with more than twelve years experience, focusing on manufacturing household items. Our factory located in Ningbo, Zhejiang,  enjoys favorable environment and convenient transportation. Our factory occupies a wide area about 5000 square meter, with 150 employees and three major departments.

Our product covers stainless steel vacuum cup, glass cup and plastic cup. All our items are strictly according to testing standard.

Our production controlling procedures are strictly according to the ISO9001 standard to manage the quality. We have been committed to provide our customers a wide range of products of a high quality and competitive prices in order to meet their full satisfaction.

Our company regards “reasonable prices, efficient production time and good after-sales service” as our tenet. We hope to cooperate with more customers for mutual development and benefits."
LPKF Laser & Electronics AG,https://www.lpkf.com/,Electrical & Electronic Manufacturing,"Legal notices: https://www.lpkf.com/legal-notices.htm
LPKF privacy statement: https://www.lpkf.com/privacy-statement.htm

LPKF Laser & Electronics AG specializes in laser-based fabrication and process solutions for demanding tasks in printed circuit board technology and microelectronics.

The company is active in the areas of electronics, laser plastic welding and photovoltaics. Although LPKF focuses on prototyping and micromachining solutions for circuit carriers, it also tailors leading edge systems for precision drives, plastics joining, solar cell technology and measurement solutions."
Sunkey Plastic Packaging,http://www.sunkeypackaging.com/,Packaging & Containers,"Sunkey Plastic Packaging (000057) was established in 2002 with a registered capital of 80 million RMB. We are listed under the China Tianjin OTC bourse. Our total investment is over 210 million RMB with more than 40 acres of factory, office and A+ GMP facility. Today we are a leading manufacturer of high-value, competitively priced flexible packaging solutions supplying embossed vacuum bags, embossed film, zipper bags, oven bags and other flexible plastic packaging applicable to Food, Medicine, Electronics, Agriculture, Chemical and other industries. With our product marking technology in electronic monitoring code and anti-counterfeiting techniques our products can be easily tracked and identified. Our Engineering team offers over 36 years of combined and diversified expertise in printing, bag-making to ensure our products are of the highest quality to meet or exceed our client's requirements and expectations."
Corridor Recycling,http://www.corridorrecycling.com/,Renewables & Environment,"Corridor Recycling is one of the largest independently owned recycling centers in the Western United States. We're proud to have established a leadership role in Southern California that has set us apart from all other recycling companies. We process over 100,000 tons of paper, plastic, aluminum, glass, scrap metal, and electronic waste annually. 

Corridor Recycling is currently owned and operated by President, Gilbert Dodson, (Lt. Colonel - US Army, Ret.). He runs his business under a basic premise of ""Yes we can.""

BUY/SELL RECYCLING:
Corridor Recycling recognizes that you, the customer, are our most important asset. We strive to meet all recycling needs whether you are a producer or consumer.

PRODUCERS OF RECYCLABLES:
Corridor Recycling recycles: paper, aluminum cans, plastic, glass, metals, and electronic waste. The company is affiliated with Allan Company, the nation's largest independent recycler. This gives us the strength of a large company, so we can offer our customers top prices, while at the same time provide personalized service

WORLDWIDE TRADER:
Corridor Recycling is one of the largest independently owned processor, broker, packer, and exporter of recovered fiber in the Western United States. We ship over 100,000 tons of recycled material annually, all over the world. During our 18 year history, Corridor Recycling has developed and maintained supplier relationships with consuming mills both domestic and abroad. We work closely with mill buyers and managers in order to understand the ever changing demands and requirements of raw material sourcing and subsequent productions. ""Yes we can"" attitude - we live up to it everyday.

""When you call - we'll be there"""
e-End,http://www.eendusa.com/,Information Technology & Services,"e-End provides electronic data sanitization and recycling of End-of-Life electronics keeping our clients in compliance with state and federal regulations. e-End is a Certified Woman Owned Small Business (WOSB), is National Association for Information Destruction (NAID) AAA Certified for mobile and plant based electronics media sanitization, and is R2 Certified for electronic recycling."
"Dongguan Suniu Electronic co., LTD",http://www.ptfetube.co/,Plastics,"About Us
Suniu  is a manufacturer and supplier of PTFE Tube,FEP Tubing and PFA tubes  in Dongguan, mainland China . With extrusion machines imported from Taiwan, we supply tubes in smaller tolerances and smoother surface.
 
Our engineer director, Mr Lau, has been in teflon tube industry for more than 15 years. He was one of the first engineers from  Taiwan-funded PTFE tubing factories in mainland China. The production technology of PTFE tube in mainland  was first introduced from Taiwan.
 
Suniu teflon tubing is made from different brand fluoropolymer virgin resins to meet customer quality requirement. Such as Daikin(import), Chenguang(domestic) and Dongyue(domestic). We don´t use resins from India.
  Suniu PTFE tube manufacturer in China
It is our pleasure to be your reliable ptfe tubing supplier ! 
   
 
Factory information in mainland China:
 
Organization Code: 34530665-4
Tax Registeration No.: 441900345306654
Business License Registration No.: 441900002522235
Bank Account Certification grant No.: J6020055214101
Company name in Chinese: 东莞市三牛电子材料有限公司
Company name in English: Dongguan Suniu Electronics Co.,Limited
ADD: Suniu Building Miaobianwang Village,dongguan city guandong Province 523320 ,China
 
Company branch in Hongkong:
Company name: Dongguan Suniu Electronics Co., Limited
Registeration No.: 2303127
Tax Registeration No.: 65418167-000-11-15-6
 
HSBC Bank Information (For USD, EUR,GBP) : 
Account name: Dongguan Suniu Electronics Co., Limited
Account number: 848 808903 838
Beneficiary Bank: HSBC Hong kong
Beneficiary bank Address: 1 Queen’s Road Central ,Hong Kong 
SWIFT Code: HSBCHKHHHKH
Bank Code: 004
 
Paypal Account: sales@ptfetube.co


Dongguan Suniu Electronics Co., Ltd     
English Website : www.ptfetube.co  
Office :  (0086) 0769 81818075   Fax : (0086)  0769 81369005
Cell & whatapp :  (0086)  15817328510 
Address: Suniu Building Miaobianwang Village,dongguan city guandong Province ,china 523330"
Arshad Electronics Pvt. Ltd.,http://www.arshadelectronics.com/,Electrical & Electronic Manufacturing,"Arshad Electronics Pvt. Ltd. ( AEPL ) was established way back in 1971. AEPL is committed for Reliable Treatment of your Conductive and Non Conductive Films for Printing, Coating and Lamination.  We also make any plastic and glass container hermetically sealed by Induction Heat.  For you Water Treatment Problems, we offer our Fluxzonics Ozone Generators."
Shenzhen Light Venus Electronics Limited,http://www.lightvenus.com/,Electrical & Electronic Manufacturing,"Shenzhen Light Venus Electronics Factory is located in Shenzhen China. We are specializing in
LED new concept products design, manufacturing and sales.
We’ve developed wide range of led products since 2008, such as LED ball lights, LED ice
buckets, LED night light, LED glass, LED furniture, , LED flower pot, LED table lamp, LED
perfume lamp and etc.
All of our products are fully compliant with EU, UL, SAA, PSE standard and have passed the
tests of CE, RoHS, EN71 and FCC, which have been sold to Europe, American, Canada, India,
Russian, Israel, Asia......
We have our own production line, engineer and management team. We strictly carry on
ISO9001 quality control system and pursue elaborate products and meticulous service for
our customer.
In 2014 Light Venus has been certificated as one of BSCI manufacturer, and Disney authorized
facility. In the coming years we wish to contribute more to the worldwide market.
With rich experience on LED, electronics and plastic, we believe we can create the attractive
products and grow up together with our customers."
Sunny Optical Technology (Group) Co. Ltd.,http://www.sunnyoptical.com/,Electrical & Electronic Manufacturing,"Sunny Optical Technology Co., Ltd is a leading optical manufacture in China by its strong design capabilities and manufacturing know-how. Its aspherical lens application , Auto-Focus, Zoom and Multilayer coating with other optical core technologies are ranked at the top level in China.
    The group is mainly engaged in optical related product development, manufacturing and sales promotion covering optical parts, instruments and opt-electronic modules such as glass/plastic lens, mirror, prism, lens module, microscopic, metrology, analytical instrument, cell phone camera module etc. 
    We are working hard to make our three pillar business including optical component, instrument and opt-electronic successful through optics, mechanics and electronics technology integration. Our mission is continuing to be a well-known leading optical product supplier by international cooperation and OEM project."
WasteHero,http://www.wastehero.io/da/,Environmental Services,"We believe the future of managing waste should be in a sustainable way, which benefits both organizations and cities.

WasteHero is a technology-driven company focused on optimizing waste management across the world.

Our mission is to digitalize waste collection and thereby eliminate inefficient and unnecessary pickups of bins, which creates waste savings and reduces CO₂ emissions."
"JSC""Polotsk-Steklovolokno""",http://www.polotsk-psv.by/,"Glass, Ceramics & Concrete","JSC “Polotsk-Steklovolokno” (PSV) was founded in 1958 to develop and bring fresh and innovative approach to production of fiberglass and materials on its basis for Soviet Union military and airspace programs. In early 90’s the company has gone through intensive modernization program and started to export products to the world market. Today PSV is one of the leading manufacturers of fiberglass based materials in Eastern Europe. Established in a small town of Polotsk, Belarus, over 55 years ago, it has gained valuable experience in fiberglass production technologies, acquired the best marketing and sales techniques to offer the best solutions to its customers.

PSV unites the technological processes of raw materials preparation, glass melting, forming of fiberglass and its textile processing, finishing treatment of glass fabrics and production of glass reinforced plastics (GRPs). This allows the company to be stable, flexible, provide for the markets a wider range of products and promptly react to enquiries and wishes of our customers. 

Company's product portfolio includes electric insulation glass fabrics, building and construction materials, silica materials, fabrics for GRPs, thermal insulation materials, glass yarns, rovings, hollow fiber and fabrics on their basis, chopped fiber and glass plastic articles for automotive and aerospace industry, electronics, military-industrial complex, and other industries and applications.

Exceptional functional and technical expertise, coupled with extensive industry knowledge, modern machinery, advanced technologies and scientific potential makes PSV to be willing to meet any challenges!"
"Shenzhen Renhotec Technology Electronics Co.,Ltd",http://www.renhotec.com/,Electrical & Electronic Manufacturing,"RENHOTEC GROUP,established in May of 2005, specializes in operating businesses of precise Board to Board, Wire-to-board connectors, Solar photoelectric connectors,RF coaxial connectors, Industrial Terminal blocks and cable assemblies for computer & peripheral devices. After 10 years of rapid development, it owns two factories at present: Dongguan RENHOTEC Hardware Electronics Co., Ltd and Hubei RENHOTEC hardware Electronics Co., Ltd. Since its foundation, the company sticks to the principle of specialization and tries its best to supply customers with products of high quality at competitive prices, regarding the development and design of metal and plastic molds, precision high-speed punch molding, precision die casting molding, zinc (aluminum) die casting, precise plastic injection molding and automatic assembly with the support of a skilled R&D and management team. Since company foundation of the, we emphasize canonical management and high-quality requirements. We has already acquired ISO9001, ISO14001, QC080000 and TS16949 international quality, environment and management systems certification. The company main ten series products obtained American UL & CUL certification, with the No. E248993, the solar connector components acquired Germany TUV certification, All items are in line with EU ROHS and REACH environmental requirements. 

Our quality policies: Innovation and development, continual improvement, quality foremost, and customer satisfaction. 

Our environmental policies: Stand to environmental protection laws and regulations, devote to pollution treatment and environmental protection, reasonably allocate and utilize resources, manufacture green products, strengthen environmental protection awareness, and ceaselessly improve environment. 

Our managing principles: Good quality, loyalty and common prosperity."
Sprague Goodman Electronics,http://spraguegoodman.com/,Electrical & Electronic Manufacturing,"Sprague Goodman is a globally recognized leader providing passive component solutions such as variable capacitors, varactor diodes and tuning elements for MRI, NMR, RF, Military and Microwave applications.  We offer a variety of non-magnetic product lines.
 
We are at the forefront of technology, custom designs, quality and fast delivery.

Sprague Goodman designs, develops, manufactures and markets variable capacitors, varactor diodes, tuning elements and inductors to supply leading edge companies with all of their tuning needs.  
 
Sprague Goodman product lines include:

SGNM Series - The industry's first high voltage (up to 12kv) ceramic dielectric non-magnetic trimmers.

Wide range of dielectrics
Ceramic
Air
Glass
Sapphire
PTFE
Plastic
 
Dedicated Custom Products Division run by engineers to work with engineers and advise on projects from the ground up or make modifications to exisiting products.
 
We have taken significant steps to make sure that we offer the shortest lead times in the industry while maintaining the highest quality standards. Sprague-Goodman is an ISO 9001 registered firm. We maintain a highly trained quality department that meets the inspection requirements of MIL-I-45208. Many models have been approved to U.S. Military Specification MIL-PRF-14409, and are listed on the Qualified Products List (QPL).
 
The production facility in Westbury, New York has been surveyed and approved by the Department of Defense, and numerous customers. Sprague Goodman has been awarded ""preferred vendor"" status by many major electronic manufacturers."
HunterLab,https://www.hunterlab.com/,Electrical & Electronic Manufacturing,"At HunterLab, color measurement is our sole passion; the only thing we do.  

Our founder, Richard Hunter, developed the measurement scale of L,a,b values, in 1942, that are the basis for every color measurement technique and scale used today by all involved in the business of color. Utilizing our industry-leading, innovative technology, and backed by over 60 years of experience, we provide products that measure color the way your eye sees it.  

The only color measurement company in the world offering a complete line of 45º / 0º geometry instrumentation – portable, laboratory bench-top, and production in-line, HunterLab can provide solutions for any color quality challenge you may have.  

And that is the absolute key to our business philosophy.  While we do sell instruments, it is our goal to provide you with solutions and meet your needs.  At Hunterlab, we will take the time to listen, to truly LISTEN to you, our customer, and offer you carefully thought-out color measurement solutions, all backed by 60+ years of experience. 

You can buy a color measurement instrument from any number of companies, but Its our name on the color scale, so you can trust HunterLab to provide you with the finest color measurement solutions avaiable.

HunterLab allows you to measure color the way your eye sees it."
